,Manufacturer,Model,Trans,Eng Size,Cyl,MPG Comb,MPG City,MPG Hwy,Annual Fuel Cost,GHG Rating,Notes,Year
887,MASERATI,Grecale Modena,A-8,2.0L,4cyl,25,22,29,"$2,450",5,"['P', 'T', 'MHEV', 'SS']",2023
888,MASERATI,Grecale Trofeo,A-8,3.0L,6cyl,20,18,25,"$3,050",4,"['PR', 'T', 'CD', 'SS']",2023
889,MAZDA,CX-30 4WD,A-S6,2.5L,4cyl,29,26,33,"$1,650",6,['CD'],2023
890,MAZDA,CX-30 4WD,A-S6,2.5L,4cyl,25,22,30,"$1,900",5,['T'],2023
891,MAZDA,CX-5 4WD,A-S6,2.5L,4cyl,26,24,30,"$1,850",5,['CD'],2023
892,MAZDA,CX-5 4WD,A-S6,2.5L,4cyl,24,22,27,"$2,000",5,['T'],2023
893,MAZDA,CX-50 4WD,A-S6,2.5L,4cyl,27,24,30,"$1,750",5,['CD'],2023
894,MAZDA,CX-50 4WD,A-S6,2.5L,4cyl,25,23,29,"$1,900",5,"['T', 'SS']",2023
895,MAZDA,CX-9 4WD,A-S6,2.5L,4cyl,23,20,26,"$2,050",5,['T'],2023
896,MERCEDES-BENZ,AMG GLC43 4matic Coupe,A-9,3.0L,6cyl,20,17,24,"$3,050",4,"['PR', 'T', 'SS']",2023
897,MERCEDES-BENZ,GLA250 4matic,AM-8,2.0L,4cyl,26,23,32,"$2,350",5,"['PR', 'T', 'SS']",2023
898,MERCEDES-BENZ,GLB250 4matic,AM-8,2.0L,4cyl,25,22,30,"$2,450",5,"['PR', 'T', 'SS']",2023
899,MERCEDES-BENZ,GLC300 4matic,A-9,2.0L,4cyl,26,23,31,"$2,350",5,"['PR', 'T', 'MHEV', 'SS']",2023
900,MERCEDES-BENZ,GLC300 4matic Coupe,A-9,2.0L,4cyl,22,20,26,"$2,800",5,"['PR', 'T', 'SS']",2023
901,MERCEDES-BENZ,GLE350,A-9,2.0L,4cyl,22,20,25,"$2,800",5,"['PR', 'T', 'SS']",2023
902,MERCEDES-BENZ,GLE350 4matic,A-9,2.0L,4cyl,21,20,24,"$2,900",4,"['PR', 'T', 'SS']",2023
903,MITSUBISHI,Eclipse Cross 4WD,AV-S8,1.5L,4cyl,25,25,26,"$1,900",5,['T'],2023
904,MITSUBISHI,Eclipse Cross ES 4WD,AV-S8,1.5L,4cyl,26,25,28,"$1,850",5,['T'],2023
905,MITSUBISHI,Outlander 4WD,AV-S8,2.5L,4cyl,26,24,30,"$1,850",5,[],2023
906,MITSUBISHI,Outlander Sport 4WD,AV-S6,2.0L,4cyl,26,23,29,"$1,850",5,[],2023
907,MITSUBISHI,Outlander Sport 4WD,AV-S6,2.4L,4cyl,25,23,28,"$1,900",5,[],2023
908,NISSAN,Pathnder 4WD,A-S9,3.5L,6cyl,23,21,27,"$2,050",5,['SS'],2023
909,NISSAN,Pathnder 4WD Rock Creek,A-S9,3.5L,6cyl,21,20,23,"$2,900",4,"['P', 'SS']",2023
910,NISSAN,Pathnder 4WD SL/Platinum,A-S9,3.5L,6cyl,22,20,25,"$2,150",5,['SS'],2023
911,NISSAN,Rogue AWD,AV-S8,1.5L,3cyl,31,28,35,"$1,550",6,['T'],2023
912,NISSAN,Rogue AWD,AV-S8,1.5L,3cyl,31,28,35,"$1,550",6,"['T', 'SS']",2023
913,NISSAN,Rogue AWD SL/Platinum,AV-S8,1.5L,3cyl,31,28,34,"$1,550",6,['T'],2023
914,NISSAN,Rogue AWD SL/Platinum,AV-S8,1.5L,3cyl,31,28,34,"$1,550",6,"['T', 'SS']",2023
915,PORSCHE,Macan,AM-S7,2.0L,4cyl,21,19,25,"$2,900",4,"['PR', 'T', 'SS']",2023
916,PORSCHE,Macan GTS,AM-S7,2.9L,6cyl,19,17,22,"$3,200",4,"['PR', 'T', 'SS']",2023
917,PORSCHE,Macan S,AM-S7,2.9L,6cyl,19,17,23,"$3,200",4,"['PR', 'T', 'SS']",2023
918,PORSCHE,Macan T,AM-S7,2.0L,4cyl,21,19,25,"$2,900",4,"['PR', 'T', 'SS']",2023
919,SUBARU,Crosstrek AWD,AV-S8,2.0L,4cyl,30,28,33,"$1,600",6,['SS'],2023
920,SUBARU,Crosstrek AWD,M-6,2.0L,4cyl,25,22,29,"$1,900",5,[],2023
921,SUBARU,Crosstrek AWD,AV-S8,2.5L,4cyl,29,27,34,"$1,650",6,['SS'],2023
922,SUBARU,Forester AWD,AV-S7,2.5L,4cyl,29,26,33,"$1,650",6,['SS'],2023
923,SUBARU,Forester Wilderness AWD,AV-S8,2.5L,4cyl,26,25,28,"$1,850",5,['SS'],2023
924,SUBARU,Outback AWD,AV-S8,2.4L,4cyl,25,22,29,"$1,900",5,"['T', 'SS']",2023
925,SUBARU,Outback AWD,AV-S8,2.5L,4cyl,28,26,32,"$1,700",6,['SS'],2023
926,SUBARU,Outback Wilderness AWD,AV-S8,2.4L,4cyl,23,21,26,"$2,050",5,"['T', 'SS']",2023
927,TOYOTA,Corolla Cross 4WD,AV-S10,2.0L,4cyl,30,29,32,"$1,600",6,['SS'],2023
928,TOYOTA,Corolla Cross Hybrid AWD,AV-S6,2.0L,4cyl,42,45,38,"$1,150",8,"['HEV', 'SS']",2023
929,TOYOTA,Highlander AWD,A-S8,2.4L,4cyl,24,21,28,"$2,000",5,"['T', 'SS']",2023
930,TOYOTA,RAV4 AWD,A-S8,2.5L,4cyl,29,27,33,"$1,650",6,['SS'],2023
931,TOYOTA,RAV4 AWD,A-S8,2.5L,4cyl,28,25,33,"$1,700",6,[],2023
932,TOYOTA,RAV4 AWD LE,A-S8,2.5L,4cyl,30,27,34,"$1,600",6,['SS'],2023
933,TOYOTA,RAV4 AWD TRD OFFROAD,A-S8,2.5L,4cyl,28,25,32,"$1,700",6,[],2023
934,TOYOTA,RAV4 Hybrid AWD,AV-S6,2.5L,4cyl,40,41,38,"$1,200",7,"['HEV', 'SS']",2023
935,TOYOTA,RAV4 Hybrid AWD Woodland Edition,AV-S6,2.5L,4cyl,37,38,35,"$1,300",7,"['HEV', 'SS']",2023
936,TOYOTA,Venza AWD,AV-S6,2.5L,4cyl,39,40,37,"$1,200",7,"['HEV', 'SS']",2023
937,VOLKSWAGEN,Atlas 4motion,A-S8,2.0L,4cyl,22,20,24,"$2,150",5,"['T', 'SS']",2023
938,VOLKSWAGEN,Atlas 4motion,A-S8,3.6L,6cyl,20,18,23,"$2,400",4,['SS'],2023
939,VOLKSWAGEN,Atlas Cross Sport 4motion,A-S8,2.0L,4cyl,22,20,24,"$2,150",5,"['T', 'SS']",2023
940,VOLKSWAGEN,Atlas Cross Sport 4motion,A-S8,3.6L,6cyl,20,18,24,"$2,400",4,['SS'],2023
941,VOLKSWAGEN,Taos 4motion,AM-S7,1.5L,4cyl,28,25,32,"$1,700",6,"['T', 'SS']",2023
942,VOLKSWAGEN,Tiguan 4motion,A-S8,2.0L,4cyl,25,22,29,"$1,900",5,"['T', 'SS']",2023
943,VOLKSWAGEN,Tiguan R-Line 4motion,A-S8,2.0L,4cyl,24,21,28,"$2,000",5,"['T', 'SS']",2023
944,VOLVO,XC40 B5 AWD,A-S8,2.0L,4cyl,26,23,30,"$2,350",5,"['PR', 'T', 'MHEV', 'SS']",2023
945,VOLVO,XC60 B5 AWD,A-S8,2.0L,4cyl,25,23,29,"$2,450",5,"['PR', 'T', 'MHEV', 'SS']",2023
946,VOLVO,XC60 B6 AWD,A-S8,2.0L,4cyl,23,21,27,"$2,650",5,"['PR', 'T', 'S', 'MHEV', 'SS']",2023
947,BMW,X5 sDrive40i,A-S8,3.0L,6cyl,23,21,26,"$2,650",5,"['P', 'T', 'MHEV', 'SS']",2023
948,BUICK,Enclave FWD,A-9,3.6L,6cyl,21,18,26,"$2,250",4,['SS'],2023
949,CADILLAC,Escalade 2WD,A-10,3.0L,6cyl,23,21,27,"$2,350",4,"['D', 'T', 'SS']",2023
950,CADILLAC,Escalade 2WD,A-10,6.2L,8cyl,16,14,19,"$3,800",3,"['PR', 'CD', 'SS']",2023
951,CHEVROLET,Suburban 2WD,A-10,3.0L,6cyl,23,21,27,"$2,350",4,"['D', 'T', 'SS']",2023
952,CHEVROLET,Suburban 2WD,A-10,5.3L,8cyl,17,15,20,"$2,800",3,"['CD', 'SS']",2023
953,CHEVROLET,Suburban 2WD,A-10,6.2L,8cyl,16,14,20,"$3,800",3,"['PR', 'CD', 'SS']",2023
954,CHEVROLET,Tahoe 2WD,A-10,3.0L,6cyl,24,21,28,"$2,250",4,"['D', 'T', 'SS']",2023
955,CHEVROLET,Tahoe 2WD,A-10,5.3L,8cyl,17,15,20,"$2,800",3,"['CD', 'SS']",2023
956,CHEVROLET,Tahoe 2WD,A-10,6.2L,8cyl,16,14,20,"$3,800",3,"['PR', 'CD', 'SS']",2023
957,CHEVROLET,Traverse FWD,A-9,3.6L,6cyl,21,18,27,"$2,250",4,['SS'],2023
958,DODGE,Durango RWD,A-8,3.6L,6cyl,21,19,26,"$2,250",4,['SS'],2023
959,DODGE,Durango RWD,A-8,5.7L,8cyl,17,14,22,"$3,300",3,"['Mid', 'CD']",2023
960,FORD,Expedition 2WD,A-S10,3.5L,6cyl,19,17,23,"$2,500",4,"['T', 'SS']",2023
961,FORD,Expedition 2WD,A-S10,3.5L,6cyl,19,16,23,"$2,500",4,['T'],2023
962,FORD,Explorer HEV RWD,A-10,3.3L,6cyl,27,27,28,"$1,750",5,"['HEV', 'SS']",2023
963,FORD,Explorer Platinum HEV RWD,A-10,3.3L,6cyl,26,25,26,"$1,850",5,"['HEV', 'SS']",2023
964,FORD,Explorer RWD,A-10,2.3L,4cyl,24,21,28,"$2,000",5,"['T', 'SS']",2023
965,FORD,Explorer RWD,A-10,2.3L,4cyl,23,20,28,"$2,050",5,['T'],2023
966,FORD,Explorer RWD,A-10,3.0L,6cyl,21,18,26,"$2,250",4,"['T', 'SS']",2023
967,FORD,Explorer RWD,A-S10,3.0L,6cyl,20,18,25,"$2,400",4,"['T', 'SS']",2023
968,GMC,Acadia FWD,A-9,2.0L,4cyl,25,22,29,"$1,900",5,"['T', 'CD', 'SS']",2023
969,GMC,Acadia FWD,A-9,3.6L,6cyl,22,19,27,"$2,150",5,"['CD', 'SS']",2023
970,GMC,Yukon 2WD,A-10,3.0L,6cyl,23,21,27,"$2,350",4,"['D', 'T', 'SS']",2023
971,GMC,Yukon 2WD,A-10,5.3L,8cyl,17,15,20,"$2,800",3,"['CD', 'SS']",2023
972,GMC,Yukon 2WD,A-10,6.2L,8cyl,16,14,20,"$3,800",3,"['PR', 'CD', 'SS']",2023
973,GMC,Yukon XL 2WD,A-10,3.0L,6cyl,23,21,27,"$2,350",4,"['D', 'T', 'SS']",2023
974,GMC,Yukon XL 2WD,A-10,5.3L,8cyl,17,15,20,"$2,800",3,"['CD', 'SS']",2023
975,GMC,Yukon XL 2WD,A-10,6.2L,8cyl,16,14,19,"$3,800",3,"['PR', 'CD', 'SS']",2023
976,INFINITI,QX60 FWD,A-S9,3.5L,6cyl,23,21,26,"$2,650",5,"['P', 'SS']",2023
977,INFINITI,QX80 2WD,A-S7,5.6L,8cyl,16,14,20,"$3,800",3,['P'],2023
978,JEEP,Grand Cherokee 2WD,A-8,3.6L,6cyl,22,19,26,"$2,150",5,['SS'],2023
979,JEEP,Grand Cherokee L 2WD,A-8,3.6L,6cyl,21,19,26,"$2,250",4,['SS'],2023
980,JEEP,Wagoneer 2WD,A-8,3.0L,6cyl,20,17,24,"$2,400",4,"['T', 'SS']",2023
981,JEEP,Wagoneer 2WD,A-8,5.7L,8cyl,18,16,22,"$3,100",4,"['Mid', 'CD', 'MHEV', 'SS']",2023
982,JEEP,Wagoneer L 2WD,A-8,3.0L,6cyl,20,17,24,"$2,400",4,"['T', 'SS']",2023
983,LINCOLN,Aviator RWD,A-S10,3.0L,6cyl,21,18,26,"$2,250",4,['T'],2023
984,LINCOLN,Navigator 2WD,A-S10,3.5L,6cyl,19,17,23,"$2,500",4,"['T', 'SS']",2023
985,LINCOLN,Navigator 2WD,A-S10,3.5L,6cyl,19,16,23,"$2,500",4,['T'],2023
986,NISSAN,Armada 2WD,A-S7,5.6L,8cyl,16,14,19,"$3,800",3,['P'],2023
987,TOYOTA,4Runner 2WD,A-S5,4.0L,6cyl,17,16,19,"$2,800",3,[],2023
988,TOYOTA,Sequoia 2WD,A-S10,3.4L,6cyl,22,21,24,"$2,150",5,"['T', 'HEV', 'SS']",2023
989,ACURA,MDX AWD Type-S,A-S10,3.0L,6cyl,19,17,21,"$3,200",4,"['P', 'T', 'CD', 'SS']",2023
990,ASTON MARTIN,DBX 707,A-9,4.0L,8cyl,17,15,20,"$3,600",3,"['P', 'T', 'CD']",2023
991,ASTON MARTIN,DBX V8,A-9,4.0L,8cyl,16,14,20,"$3,800",3,"['P', 'T', 'CD']",2023
992,AUDI,Q7,A-S8,2.0L,4cyl,21,19,25,"$2,900",4,"['P', 'T', 'SS']",2023
993,AUDI,Q7,A-S8,3.0L,6cyl,20,18,22,"$3,050",4,"['P', 'T', 'MHEV', 'SS']",2023
994,AUDI,Q8,A-S8,3.0L,6cyl,20,18,23,"$3,050",4,"['P', 'T', 'MHEV', 'SS']",2023
995,AUDI,RS Q8,A-S8,4.0L,8cyl,16,13,20,"$3,800",3,"['P', 'T', 'CD', 'MHEV', 'SS']",2023
996,AUDI,SQ7,A-S8,4.0L,8cyl,17,14,20,"$3,600",3,"['P', 'T', 'CD', 'SS']",2023
997,AUDI,SQ8,A-S8,4.0L,8cyl,17,14,20,"$3,600",3,"['P', 'T', 'CD', 'SS']",2023
998,BENTLEY,Bentayga,A-S8,4.0L,8cyl,17,14,21,"$3,600",3,"['P', 'T', 'CD', 'SS']",2023
999,BENTLEY,Bentayga EWB,A-S8,4.0L,8cyl,17,14,21,"$3,600",3,"['P', 'T', 'CD', 'SS']",2023
1000,BENTLEY,Bentayga Speed,A-S8,6.0L,12cyl,14,12,19,"$4,350",2,"['P', 'T', 'CD', 'SS']",2023
1001,BMW,Alpina XB7,A-S8,4.4L,8cyl,17,16,20,"$3,600",4,"['P', 'T', 'MHEV', 'SS']",2023
1002,BMW,X5 M,A-S8,4.4L,8cyl,15,13,18,"$4,100",2,"['P', 'T', 'SS']",2023
1003,BMW,X5 M Competition,A-S8,4.4L,8cyl,15,13,18,"$4,100",2,"['P', 'T', 'SS']",2023
1004,BMW,X5 M50i,A-S8,4.4L,8cyl,18,16,22,"$3,400",4,"['P', 'T', 'SS']",2023
1005,BMW,X5 xDrive40i,A-S8,3.0L,6cyl,23,21,25,"$2,650",5,"['P', 'T', 'MHEV', 'SS']",2023
1006,BMW,X6 M,A-S8,4.4L,8cyl,15,13,18,"$4,100",2,"['P', 'T', 'SS']",2023
1007,BMW,X6 M Competition,A-S8,4.4L,8cyl,15,13,18,"$4,100",2,"['P', 'T', 'SS']",2023
1008,BMW,X6 M50i,A-S8,4.4L,8cyl,18,16,22,"$3,400",4,"['P', 'T', 'SS']",2023
1009,BMW,X6 xDrive40i,A-S8,3.0L,6cyl,23,21,25,"$2,650",5,"['P', 'T', 'MHEV', 'SS']",2023
1010,BMW,X7 M60i xDrive,A-S8,4.4L,8cyl,18,16,21,"$3,400",4,"['P', 'T', 'MHEV', 'SS']",2023
1011,BMW,X7 xDrive40i,A-S8,3.0L,6cyl,22,21,25,"$2,800",5,"['P', 'T', 'MHEV', 'SS']",2023
1012,BUICK,Enclave AWD,A-9,3.6L,6cyl,20,17,25,"$2,400",4,['SS'],2023
1013,CADILLAC,Escalade 4WD,A-10,3.0L,6cyl,22,20,26,"$2,500",4,"['D', 'T', 'SS']",2023
1014,CADILLAC,Escalade 4WD,A-10,6.2L,8cyl,16,14,18,"$3,800",3,"['PR', 'CD', 'SS']",2023
1015,CADILLAC,Escalade V 4WD,A-S10,6.2L,8cyl,13,11,16,"$4,700",1,"['PR', 'S']",2023
1016,CHEVROLET,Suburban 4WD,A-10,3.0L,6cyl,22,20,26,"$2,500",4,"['D', 'T', 'SS']",2023
1017,CHEVROLET,Suburban 4WD,A-10,5.3L,8cyl,16,15,19,"$2,950",3,"['CD', 'SS']",2023
1018,CHEVROLET,Suburban 4WD,A-10,6.2L,8cyl,16,14,18,"$3,800",3,"['PR', 'CD', 'SS']",2023
1019,CHEVROLET,Tahoe 4WD,A-10,3.0L,6cyl,22,20,26,"$2,500",4,"['D', 'T', 'SS']",2023
1020,CHEVROLET,Tahoe 4WD,A-10,5.3L,8cyl,17,15,20,"$2,800",3,"['CD', 'SS']",2023
1021,CHEVROLET,Tahoe 4WD,A-10,5.3L,8cyl,16,14,18,"$2,950",3,['CD'],2023
1022,CHEVROLET,Tahoe 4WD,A-10,6.2L,8cyl,16,14,18,"$3,800",3,"['PR', 'CD', 'SS']",2023
1023,CHEVROLET,Traverse AWD,A-9,3.6L,6cyl,20,17,25,"$2,400",4,['SS'],2023
1024,DODGE,Durango AWD,A-8,3.6L,6cyl,21,18,25,"$2,250",4,['SS'],2023
1025,DODGE,Durango AWD,A-8,5.7L,8cyl,17,14,22,"$3,300",3,"['Mid', 'CD']",2023
1026,DODGE,Durango SRT AWD,A-8,6.2L,8cyl,13,12,17,"$4,700",1,"['P', 'S']",2023
1027,DODGE,Durango SRT AWD,A-8,6.4L,8cyl,15,13,19,"$4,100",2,"['P', 'CD']",2023
1028,FORD,Bronco Raptor 4WD,A-S10,3.0L,6cyl,15,15,16,"$3,150",2,"['T', 'PT4', 'SS']",2023
1029,FORD,Expedition 4WD,A-S10,3.5L,6cyl,18,16,22,"$2,650",4,"['T', 'PT4', 'SS']",2023
1030,FORD,Expedition 4WD,A-S10,3.5L,6cyl,18,16,21,"$2,650",4,"['T', 'PT4']",2023
1031,FORD,Expedition Timberline AWD,A-S10,3.5L,6cyl,17,16,19,"$2,800",3,"['T', 'PT4', 'SS']",2023
1032,FORD,Expedition Timberline AWD,A-S10,3.5L,6cyl,17,15,19,"$2,800",3,"['T', 'PT4']",2023
1033,FORD,Explorer AWD,A-10,2.3L,4cyl,23,20,27,"$2,050",5,"['T', 'PT4', 'SS']",2023
1034,FORD,Explorer AWD,A-10,2.3L,4cyl,22,20,26,"$2,150",5,"['T', 'PT4']",2023
1035,FORD,Explorer AWD,A-10,3.0L,6cyl,20,18,24,"$2,400",4,"['T', 'PT4', 'SS']",2023
1036,FORD,Explorer AWD,A-10,3.0L,6cyl,20,17,24,"$2,400",4,"['T', 'PT4']",2023
1037,FORD,Explorer AWD,A-S10,3.0L,6cyl,20,18,24,"$2,400",4,"['T', 'PT4', 'SS']",2023
1038,FORD,Explorer AWD,A-S10,3.0L,6cyl,20,17,24,"$2,400",4,"['T', 'PT4']",2023
1039,FORD,Explorer FFV AWD,A-10,3.3L,6cyl,20,17,25,"$2,400",4,"['Gas', 'PT4']",2023
1040,FORD,Explorer HEV AWD,A-10,3.3L,6cyl,25,23,26,"$1,900",5,"['PT4', 'HEV', 'SS']",2023
1041,FORD,Explorer Platinum HEV AWD,A-10,3.3L,6cyl,23,23,24,"$2,050",5,"['PT4', 'HEV', 'SS']",2023
1042,FORD,Explorer Timberline AWD,A-S10,2.3L,4cyl,21,19,22,"$2,250",4,"['T', 'PT4', 'SS']",2023
1043,FORD,Explorer Timberline AWD,A-S10,2.3L,4cyl,20,19,21,"$2,400",4,"['T', 'PT4']",2023
1044,GENESIS,GV80 AWD,A-S8,2.5L,4cyl,22,20,24,"$2,800",5,"['P', 'T', 'SS']",2023
1045,GENESIS,GV80 AWD,A-S8,3.5L,6cyl,20,18,23,"$3,050",4,"['P', 'T', 'SS']",2023
1046,GMC,Acadia AWD,A-9,2.0L,4cyl,24,22,27,"$2,000",5,"['T', 'CD', 'SS']",2023
1047,GMC,Acadia AWD,A-9,3.6L,6cyl,21,19,26,"$2,250",4,"['CD', 'SS']",2023
1048,GMC,Yukon 4WD,A-10,3.0L,6cyl,22,20,26,"$2,500",4,"['D', 'T', 'SS']",2023
1049,GMC,Yukon 4WD,A-10,5.3L,8cyl,17,15,20,"$2,800",3,"['CD', 'SS']",2023
1050,GMC,Yukon 4WD,A-10,6.2L,8cyl,16,14,18,"$3,800",3,"['PR', 'CD', 'SS']",2023
1051,GMC,Yukon XL 4WD,A-10,3.0L,6cyl,22,20,26,"$2,500",4,"['D', 'T', 'SS']",2023
1052,GMC,Yukon XL 4WD,A-10,5.3L,8cyl,16,15,19,"$2,950",3,"['CD', 'SS']",2023
1053,GMC,Yukon XL 4WD,A-10,6.2L,8cyl,16,14,18,"$3,800",3,"['PR', 'CD', 'SS']",2023
1054,HONDA,Pilot AWD,A-S10,3.5L,6cyl,21,19,25,"$2,250",4,"['CD', 'SS']",2023
1055,HONDA,Pilot AWD Touring/Elite/Black,A-S10,3.5L,6cyl,21,19,25,"$2,250",4,"['CD', 'SS']",2023
1056,HONDA,Pilot AWD TrailSport,A-S10,3.5L,6cyl,20,18,23,"$2,400",4,"['CD', 'SS']",2023
1057,INEOS AUTOMOTIVE,Grenadier,A-S8,3.0L,6cyl,15,15,15,"$4,100",2,"['P', 'T', 'SS']",2023
1058,INEOS AUTOMOTIVE,Grenadier Trialmaster Edition,A-S8,3.0L,6cyl,14,14,14,"$4,350",2,"['P', 'T', 'SS']",2023
1059,INFINITI,QX60 AWD,A-S9,3.5L,6cyl,22,20,25,"$2,800",5,"['P', 'SS']",2023
1060,INFINITI,QX80 4WD,A-S7,5.6L,8cyl,15,13,19,"$4,100",2,['P'],2023
1061,INFINITI,QX80 4WD,A-S7,5.6L,8cyl,15,13,19,"$4,100",2,"['P', 'MDPV']",2023
1062,JEEP,Grand Cherokee 4WD,A-8,3.6L,6cyl,22,19,26,"$2,150",5,['SS'],2023
1063,JEEP,Grand Cherokee 4WD,A-8,5.7L,8cyl,17,14,22,"$3,300",3,"['Mid', 'CD']",2023
1064,JEEP,Grand Cherokee L 4WD,A-8,3.6L,6cyl,21,18,25,"$2,250",4,['SS'],2023
1065,JEEP,Grand Cherokee L 4WD,A-8,5.7L,8cyl,17,14,22,"$3,300",3,"['Mid', 'CD']",2023
1066,JEEP,Grand Wagoneer 4WD,A-8,3.0L,6cyl,17,14,20,"$3,600",3,"['P', 'T', 'SS']",2023
1067,JEEP,Grand Wagoneer 4WD,A-8,6.4L,8cyl,15,13,18,"$4,100",2,"['P', 'CD']",2023
1068,JEEP,Grand Wagoneer L 4WD,A-8,3.0L,6cyl,16,14,19,"$3,800",3,"['P', 'T', 'SS']",2023
1069,JEEP,Wagoneer 4WD,A-8,3.0L,6cyl,19,16,23,"$2,500",4,"['T', 'SS']",2023
1070,JEEP,Wagoneer 4WD,A-8,5.7L,8cyl,17,15,20,"$3,300",3,"['Mid', 'CD', 'MHEV', 'SS']",2023
1071,JEEP,Wagoneer L 4WD,A-8,3.0L,6cyl,19,16,23,"$2,500",4,"['T', 'SS']",2023
1072,LAMBORGHINI,Urus S,A-S8,4.0L,8cyl,16,14,19,"$3,800",3,"['P', 'T', 'CD', 'SS']",2023
1073,LAND ROVER,Defender 110,A-S8,2.0L,4cyl,18,17,20,"$3,400",4,"['P', 'T', 'SS']",2023
1074,LAND ROVER,Defender 110,A-S8,5.0L,8cyl,16,14,19,"$3,800",3,"['P', 'S', 'SS']",2023
1075,LAND ROVER,Defender 110 MHEV,A-S8,3.0L,6cyl,20,18,23,"$3,050",4,"['P', 'MHEV', 'SS']",2023
1076,LAND ROVER,Defender 130 P300 MHEV,A-S8,3.0L,6cyl,19,17,21,"$3,200",4,"['P', 'MHEV', 'SS']",2023
1077,LAND ROVER,Defender 130 P400 MHEV,A-S8,3.0L,6cyl,19,17,21,"$3,200",4,"['P', 'MHEV', 'SS']",2023
1078,LAND ROVER,Defender 90,A-S8,2.0L,4cyl,19,18,21,"$3,200",4,"['P', 'T', 'SS']",2023
1079,LAND ROVER,Defender 90,A-S8,5.0L,8cyl,16,15,19,"$3,800",3,"['P', 'S', 'SS']",2023
1080,LAND ROVER,Defender 90 MHEV,A-S8,3.0L,6cyl,20,18,23,"$3,050",4,"['P', 'MHEV', 'SS']",2023
1081,LAND ROVER,Discovery,A-S8,2.0L,4cyl,21,19,22,"$2,900",4,"['P', 'T', 'SS']",2023
1082,LAND ROVER,Discovery MHEV,A-S8,3.0L,6cyl,22,19,25,"$2,800",5,"['P', 'MHEV', 'SS']",2023
1083,LAND ROVER,New Range Rover,A-S8,4.4L,8cyl,18,16,21,"$3,400",4,"['P', 'T', 'SS']",2023
1084,LAND ROVER,New Range Rover,A-S8,4.4L,8cyl,18,16,21,"$3,400",4,"['P', 'T', 'SV', 'SS']",2023
1085,LAND ROVER,New Range Rover LWB,A-S8,4.4L,8cyl,18,16,21,"$3,400",4,"['P', 'T', 'SS']",2023
1086,LAND ROVER,New Range Rover LWB,A-S8,4.4L,8cyl,18,16,21,"$3,400",4,"['P', 'T', 'SV', 'SS']",2023
1087,LAND ROVER,New Range Rover P360 LWB MHEV,A-S8,3.0L,6cyl,21,18,26,"$2,900",4,"['P', 'MHEV', 'SS']",2023
1088,LAND ROVER,New Range Rover P360 MHEV,A-S8,3.0L,6cyl,21,18,26,"$2,900",4,"['P', 'MHEV', 'SS']",2023
1089,LAND ROVER,New Range Rover P400 LWB MHEV,A-S8,3.0L,6cyl,21,18,26,"$2,900",4,"['P', 'MHEV', 'SS']",2023
1090,LAND ROVER,New Range Rover P400 MHEV,A-S8,3.0L,6cyl,21,18,26,"$2,900",4,"['P', 'MHEV', 'SS']",2023
1091,LAND ROVER,New Range Rover Sport,A-S8,4.4L,8cyl,18,16,21,"$3,400",4,"['P', 'T', 'SS']",2023
1092,LAND ROVER,New Range Rover Sport P360 MHEV,A-S8,3.0L,6cyl,22,19,26,"$2,800",5,"['P', 'MHEV', 'SS']",2023
1093,LAND ROVER,New Range Rover Sport P400 MHEV,A-S8,3.0L,6cyl,21,18,26,"$2,900",4,"['P', 'MHEV', 'SS']",2023
1094,LEXUS,GX 460,A-S6,4.6L,8cyl,16,15,19,"$3,800",3,['PR'],2023
1095,LEXUS,LX 600,A-S10,3.4L,6cyl,19,17,22,"$3,200",4,"['PR', 'T', 'SS']",2023
1096,LINCOLN,Aviator AWD,A-S10,3.0L,6cyl,20,17,24,"$2,400",4,"['T', 'PT4', 'SS']",2023
1097,LINCOLN,Aviator AWD,A-S10,3.0L,6cyl,19,16,24,"$2,500",4,"['T', 'PT4']",2023
1098,LINCOLN,Navigator 4WD,A-S10,3.5L,6cyl,18,16,22,"$2,650",4,"['T', 'PT4', 'SS']",2023
1099,LINCOLN,Navigator 4WD,A-S10,3.5L,6cyl,17,15,21,"$2,800",3,"['T', 'PT4']",2023
1100,MASERATI,Levante GT,A-8,3.0L,6cyl,18,16,22,"$3,400",4,"['PR', 'T', 'SS']",2023
1101,MASERATI,Levante Modena,A-8,3.0L,6cyl,18,16,22,"$3,400",4,"['PR', 'T', 'SS']",2023
1102,MASERATI,Levante Modena V8,A-8,3.8L,8cyl,16,13,20,"$3,800",3,"['PR', 'T', 'SS']",2023
1103,MASERATI,Levante Trofeo,A-8,3.8L,8cyl,16,13,20,"$3,800",3,"['PR', 'T', 'SS']",2023
1104,MERCEDES-BENZ,AMG G 63 4x4 Squared,A-9,4.0L,8cyl,11,10,12,"$5,550",1,"['PR', 'T', 'SS']",2023
1105,MERCEDES-BENZ,AMG G63,A-9,4.0L,8cyl,14,13,16,"$4,350",2,"['PR', 'T', 'CD', 'SS']",2023
1106,MERCEDES-BENZ,AMG GLE53 4matic Plus,A-9,3.0L,6cyl,19,18,22,"$3,200",4,"['PR', 'MHEV', 'SS']",2023
1107,MERCEDES-BENZ,AMG GLE53 4matic Plus Coupe,A-9,3.0L,6cyl,19,17,21,"$3,200",4,"['PR', 'MHEV', 'SS']",2023
